N°AUTO;NOM ETABLISSEMENT;ECRANS;FAUTEUILS;CODE COMMUNE;COMMUNE;GENRE;ART ET ESSAI;ECRANS 3D
275273;GAUMONT COMEDIE;8;1 113;34172;Montpellier;FIXE;NON;OUI
275311;GAUMONT MULTIPLEXE;17;3 919;34172;Montpellier;FIXE;NON;OUI
275334;CINEMA NESTOR BURMA;1;107;34172;Montpellier;FIXE;OUI;OUI
275336;Maison pour Tous et Cinéma Louis Feuillade;1;88;34172;Montpellier;FIXE;NON;OUI
279662;PLEIN AIR LE CHATEAU;1;200;6084;Mouans-Sartoux;FIXE;NON;NON
279663;STRADA;5;847;6084;Mouans-Sartoux;FIXE;OUI;OUI
285966;MEGA CGR;9;1 258;11262;Narbonne;FIXE;NON;OUI
285975;LE CINEMA SCENE NATIONALE DE NARBONNE;1;260;11262;Narbonne;FIXE;OUI;NON
290022;RIALTO;5;703;6088;Nice;FIXE;OUI;OUI
290032;VARIETES;7;1 108;6088;Nice;FIXE;NON;OUI
290044;PATHE MASSENA;7;1 366;6088;Nice;FIXE;NON;OUI
290063;JEAN VIGO;1;149;6088;Nice;FIXE;NON;NON
290093;MERCURY;3;154;6088;Nice;FIXE;OUI;OUI
290191;PATHE LINGOSTIERE;13;2 816;6088;Nice;FIXE;NON;OUI
290363;PATHE PARIS;5;979;6088;Nice;FIXE;NON;NON
290388;PATHE NICE GARE DU SUD;9;1 537;6088;Nice;FIXE;NON;OUI
290933;FORUM;4;464;30189;Nîmes;FIXE;NON;NON
290975;LE SEMAPHORE;6;571;30189;Nîmes;FIXE;OUI;NON
291014;FORUM KINEPOLIS;12;2 928;30189;Nîmes;FIXE;NON;OUI
291027;CGR NIMES;10;1 604;30189;Nîmes;FIXE;NON;OUI
294314;L EDEN;1;161;13066;Noves;FIXE;NON;OUI
297871;FORUM;3;283;84087;Orange;FIXE;NON;NON
298142;POOM;2;244;5096;Orcières;FIXE;NON;OUI
299451;L UBAC;1;255;5098;Les Orres;FIXE;NON;NON
300171;LE PUIGMAL;1;255;66130;Osséja;FIXE;OUI;NON
302596;LE NAUTILUS;1;212;34192;Palavas-les-Flots;FIXE;NON;NON
306521; PATHE;17;3 617;13071;Les Pennes-Mirabeau;FIXE;NON;OUI
306601;LE DAHUT;1;251;6094;Péone;FIXE;NON;OUI
307502;CASTILLET 1;7;626;66136;Perpignan;FIXE;OUI;OUI
307543;CINEMOVIDA MEGA CASTILLET;14;2 609;66136;Perpignan;FIXE;NON;OUI
308231;LE LUBERON;3;363;84089;Pertuis;FIXE;OUI;NON
309891;MOLIERE;1;219;34199;Pézenas;FIXE;OUI;NON
310645;FOYER JEUNESSE ET CULTURE;1;100;83091;Pierrefeu-du-Var;ITINERANT;OUI;NON
320783;ARIANE ASCARIDE;2;188;30202;Pont-Saint-Esprit;FIXE;OUI;NON
321343;LE MELIES;1;155;13077;Port-de-Bouc;FIXE;OUI;NON
321854;GERARD PHILIPE;1;213;13078;Port-Saint-Louis-du-Rhône;FIXE;OUI;OUI
321912;LE VAUBAN;1;233;66148;Port-Vendres;FIXE;OUI;NON
323812;LIDO;1;189;66149;Prades;FIXE;OUI;NON
323840;CINEMA JACQUES BREL;1;200;34217;Prades-le-Lez;FIXE;NON;NON
323884;L ESPACE DES ARTS;1;199;83098;Le Pradet;FIXE;OUI;NON
324212;LE NOUVEAU PALACE;1;159;66150;Prats-de-Mollo-la-Preste;FIXE;NON;OUI
326263;THEATRE DE PROPRIANO;1;400;2A249;Propriano;FIXE;NON;OUI
326741;EXCELSIOR;1;200;2B251;Prunelli-di-Fiumorbo;FIXE;NON;NON
327092;SALLE POLYVALENTE;1;100;83100;Puget-Ville;ITINERANT;NON;NON
328621;JEAN MARAIS;1;195;5110;Puy-Saint-Vincent;FIXE;NON;OUI
329941;LE FAMILIA;1;210;11304;Quillan;FIXE;OUI;OUI
333600;SALLE POLYVALENTE;1;;83102;Régusse;ITINERANT;NON;NON
338342;CINEMA DE LA FORET BLANCHE;2;308;5119;Risoul;FIXE;NON;OUI
338590;MEGA CGR;12;2 143;66164;Rivesaltes;FIXE;NON;OUI
342900;CINEMA PAVILLON BLEU;2;372;6105;Roquefort-les-Pins;FIXE;OUI;OUI
345421;SALLE POLYVALENTE;1;112;4172;Roumoules;ITINERANT;NON;OUI
350023;LA TOMETTE;1;172;83121;Salernes;FIXE;OUI;NON
350542;LE CONCORDE;2;430;5161;La Salle-les-Alpes;FIXE;NON;NON
351034;CLUB;2;472;13103;Salon-de-Provence;FIXE;OUI;OUI
351052;ARCADES;6;838;13103;Salon-de-Provence;FIXE;OUI;OUI
351621;A B C;1;234;83123;Sanary-sur-Mer;FIXE;NON;OUI
362034;LE COMOEDIA;3;481;34301;Sète;FIXE;OUI;OUI
362074;LE NOUVEAU PALACE;3;299;34301;Sète;FIXE;NON;NON
362614;SALLE GUILLAUME APOLLINAIRE;1;200;83126;La Seyne-sur-Mer;ITINERANT;NON;NON
363131;LES CORBIERES;1;206;11379;Sigean;FIXE;NON;OUI
364121;REX;2;225;4209;Sisteron;FIXE;NON;OUI
364205;SIX N'ETOILES;3;450;83129;Six-Fours-les-Plages;FIXE;OUI;OUI
364632;BEL ARIA PLEIN AIR;1;200;2B283;Solaro;FIXE;NON;NON
364945;CINEMA LE RIO;1;178;83130;Solliès-Pont;FIXE;NON;NON
364961;SALLE COMMUNALE;1;150;83131;Solliès-Toucas;ITINERANT;NON;NON
365434;LE VENISE;3;296;30321;Sommières;FIXE;OUI;NON
376802;SALLE ST LOUIS  CENTRAL;1;212;5132;Saint-Bonnet-en-Champsaur;FIXE;NON;NON
378061;LE SERRE D AIGLE;2;170;5133;Saint-Chaffrey;FIXE;NON;NON
378233;LE CINE THEATRE;1;152;48140;Saint-Chély-d'Apcher;FIXE;OUI;NON
381260;CINEMA CASINO;1;110;83112;Saint-Cyr-sur-Mer;FIXE;NON;OUI
384051;LE RIOUNET;1;250;6120;Saint-Étienne-de-Tinée;FIXE;NON;NON
385371;PLEIN AIR SIMPLEXE;1;299;2B298;Saint-Florent;FIXE;NON;NON
388371;FOYER RURAL;1;100;48155;Saint-Germain-de-Calberte;ITINERANT;OUI;NON
396771;LES TRAVAILLEURS SYNDIQUES;1;176;66179;Saint-Laurent-de-Cerdans;FIXE;NON;NON
399893;CINEMA MARC BARON;1;150;83153;Saint-Mandrier-sur-Mer;FIXE;OUI;NON
402493;LE GALET;1;134;13097;Saint-Martin-de-Crau;FIXE;OUI;NON
404350;SALLE JEAN GABIN;1;0;6127;Saint-Martin-Vésubie;ITINERANT;NON;NON
405462;CINEMAS MARCEL PAGNOL;3;450;83115;Sainte-Maxime;FIXE;NON;OUI
405509;SALLE DE CINEMA DU POLE CULTUREL;1;140;83116;Saint-Maximin-la-Sainte-Baume;FIXE;NON;NON
407321;MORIANINCU;1;260;2B313;San-Nicolao;FIXE;NON;NON
409303;CINEMA LE MIDIC;1;99;13099;Saint-Paul-lès-Durance;FIXE;NON;NON
409463;FOYER RURAL;1;172;66187;Saint-Paul-de-Fenouillet;FIXE;OUI;NON
412415;CINE STAR;1;155;34284;Saint-Pons-de-Thomières;FIXE;OUI;NON
414162;CINE PALACE;1;190;13100;Saint-Rémy-de-Provence;FIXE;OUI;NON
418633;CINEMA STAR;1;168;83119;Saint-Tropez;FIXE;NON;NON
418651;LE CINEMATOGRAPHE;1;218;4197;Sainte-Tulle;FIXE;OUI;OUI
421932;REX;2;336;13108;Tarascon;FIXE;OUI;NON
423501;LE BEGO;1;157;6163;Tende;FIXE;NON;NON
429951;LE ROYAL;3;386;83137;Toulon;FIXE;OUI;OUI
430102;SALLE DES FETES;1;100;66213;Toulouges;ITINERANT;NON;NON
430923;RESEAU SUD LUBERON;1;0;84133;La Tour-d'Aigues;ITINERANT;NON;NON
434682;LE CASINO;1;220;13110;Trets;FIXE;NON;NON
438461;CINEMA DE PRA LOU;1;200;4226;Uvernet-Fours;FIXE;NON;OUI
438631;CAPITOLE;3;500;30334;Uzès;FIXE;OUI;OUI
439295;LE FLORIAN;3;442;84137;Vaison-la-Romaine;FIXE;OUI;NON
439502;SOPHIA ANTIPOLIS;1;230;6152;Valbonne;FIXE;NON;NON
439503;LES VISITEURS DU SOIR;1;230;6152;Valbonne;FIXE;OUI;OUI
440286;SALLE HENRI VERNEUIL;1;109;83144;La Valette-du-Var;FIXE;OUI;OUI
441352;REX;2;807;84138;Valréas;FIXE;NON;OUI
442861;LE MELEZE;2;188;5177;Vars;FIXE;NON;NON
446171;CASINO;2;281;6157;Vence;FIXE;OUI;OUI
450871;LES VARIETES;1;276;5179;Veynes;FIXE;OUI;OUI
451772;U SAMPIERU PLEIN AIR;1;300;2A348;Vico;FIXE;NON;NON
453462; LE PALACE;1;158;30350;Le Vigan;FIXE;NON;OUI
456305;LA CITADELLE PLEIN AIR.;1;0;6159;Villefranche-sur-Mer;ITINERANT;NON;NON
462644;LE MOULIN DE SAINT ANDRE;1;160;83150;Vinon-sur-Verdon;FIXE;NON;NON
463372;SALLE DES FETESF.MISTRAL;1;130;84150;Visan;ITINERANT;OUI;NON
463723;LES LUMIERES;3;393;13117;Vitrolles;FIXE;OUI;OUI
470161;A RUSCANA PLEIN AIR;1;250;2A362;Zonza;FIXE;NON;NON
701400;SUPERDEVOLUY REX;1;;5139;Dévoluy;ITINERANT;NON;NON
701401;LA TANIERE;1;89;5139;Dévoluy;FIXE;NON;NON
703300;RELAIS CULTUREL;1;380;13096;Saintes-Maries-de-la-Mer;FIXE;NON;NON
704450;CENTRE CULTUREL;1;298;2A247;Porto-Vecchio;FIXE;OUI;OUI
707900;ROYAL PIC SAINT LOUP;8;1 480;34255;Saint-Gély-du-Fesc;FIXE;NON;NON
720000;POLE CULTUREL AUGUSTE ESCOFFIER;1;450;6161;Villeneuve-Loubet;FIXE;NON;NON
720150;CINE LIBERTE;9;1 605;83137;Toulon;FIXE;NON;OUI
720200;MEGA CGR;12;1 991;34336;Villeneuve-lès-Béziers;FIXE;NON;OUI
720250;MAJESTIC PALACE;11;2 092;13056;Martigues;FIXE;NON;OUI
721200;CAPITOLE STUDIO;11;2 236;84092;Le Pontet;FIXE;NON;OUI
721250;CINEMAS LIDO 1;7;1 305;83118;Saint-Raphaël;FIXE;NON;OUI
721900;CGR VITROLLES;12;2 490;13117;Vitrolles;FIXE;NON;NON
722240;MUCEM;1;263;13055;Marseille;FIXE;NON;NON
722241;EUROPACORP CINEMAS;14;2 080;13055;Marseille;FIXE;NON;NON
722760;PATHE;16;3 271;83144;La Valette-du-Var;FIXE;NON;OUI
723120;CINEMA GALAXY;4;619;2A139;Lecci;FIXE;NON;NON
723560;LA BALEINE;1;89;13055;Marseille;FIXE;NON;NON
723960;CAP CINEMA MANOSQUE;8;1 214;4112;Manosque;FIXE;OUI;OUI
16081;PALACE LUMIERE;4;576;68004;Altkirch;FIXE;OUI;OUI
17545;GAUMONT;12;2 568;57019;Amnéville;FIXE;NON;OUI
25571; UNION;1;194;57032;Ars-sur-Moselle;FIXE;NON;NON
29563;CINE AUDUN;1;134;57038;Audun-le-Tiche;FIXE;NON;NON
49522;REX;1;171;67028;Benfeld;FIXE;OUI;OUI
56558;CENTRE CULTUREL CLAUDE VIGEE;1;214;67046;Bischwiller;FIXE;NON;OUI
77351;PATHE;14;2 827;67067;Brumath;FIXE;NON;OUI
92542;ESPACE GRÜN;1;408;68063;Cernay;FIXE;OUI;OUI
104933;SALLE SAINT JEAN;1;190;57132;Château-Salins;FIXE;NON;NON
139022;SALLE DU FOYER COMMUNAL;1;250;67098;Dinsheim-sur-Bruche;ITINERANT;OUI;NON
141410;LE TREFLE;13;2 041;67101;Dorlisheim;FIXE;OUI;OUI
149631;AMITIE;2;400;67130;Erstein;FIXE;OUI;OUI
164811;PARIS;5;774;57227;Forbach;FIXE;NON;OUI
170435;MEGA KINE;10;2 474;57240;Freyming-Merlebach;FIXE;NON;OUI
187022;FLORIVAL;5;740;68112;Guebwiller;FIXE;OUI;OUI
189741;MEGAREX;10;1 650;67180;Haguenau;FIXE;NON;OUI
207170;ESPACE RHENAN;1;244;68163;Kembs;FIXE;NON;NON
248151;MARLY-MAGES;1;146;57447;Marly;FIXE;OUI;NON
260731;KLUB;7;972;57463;Metz;FIXE;NON;OUI
282583;STUDIO BEL AIR;1;126;68224;Mulhouse;FIXE;OUI;NON
282631;KINEPOLIS;14;4 533;68224;Mulhouse;FIXE;NON;OUI
282651;LE PALACE;8;854;68224;Mulhouse;FIXE;NON;NON
282842;L'ESPACE CULTUREL SAINT GREGOIRE (EX- LE SAINT GREGOIRE);1;247;68226;Munster;FIXE;OUI;OUI
282860;ESPACE RIED BRUN;1;252;68227;Muntzenheim;FIXE;NON;OUI
283523;CINEMA LE ROHAN;1;226;67313;Mutzig;FIXE;OUI;NON
295493;SALLE ADALRIC;1;173;67348;Obernai;FIXE;OUI;OUI
297962;LE CERCLE;1;186;68249;Orbey;FIXE;OUI;OUI
310106;LE CLUB;1;160;57540;Phalsbourg;FIXE;NON;NON
333683;LA CASTINE;1;341;67388;Reichshoffen;FIXE;OUI;OUI
336732;REX;1;190;68269;Ribeauvillé;FIXE;OUI;OUI
338902;CINE RELAIS - LA PASSERELLE;1;224;68278;Rixheim;FIXE;OUI;NON
344002;CINÉMA LE ROYAL;1;145;67414;Rothau;FIXE;NON;NON
353161;CINE SAR;5;853;57630;Sarrebourg;FIXE;OUI;NON
353201;FORUM;8;1 394;57631;Sarreguemines;FIXE;OUI;OUI
356024;LE CUBIC;2;412;67437;Saverne;FIXE;OUI;OUI
358333;SELECT;3;594;67462;Sélestat;FIXE;OUI;OUI
360572;GRAND ECRAN;1;158;57647;Serémange-Erzange;FIXE;OUI;OUI
367453;LA SALINE;1;225;67474;Soultz-sous-Forêts;FIXE;NON;NON
368723;ODYSSEE;2;304;67482;Strasbourg;FIXE;OUI;NON
368764;VOX;6;964;67482;Strasbourg;FIXE;NON;OUI
368801;LE STAR;5;529;67482;Strasbourg;FIXE;OUI;OUI
369781;STAR SAINT EXUPERY;5;691;67482;Strasbourg;FIXE;OUI;OUI
369792;UGC CINE CITE;22;5 412;67482;Strasbourg;FIXE;NON;OUI
375325;FRANCOIS TRUFFAUT;1;205;57606;Saint-Avold;FIXE;OUI;NON
395671;KINEPOLIS;14;4 058;57616;Saint-Julien-lès-Metz;FIXE;NON;OUI
398731;LA COUPOLE;3;491;68297;Saint-Louis;FIXE;OUI;OUI
424465;RELAIS CULTUREL REGIONAL;2;670;68334;Thann;FIXE;OUI;OUI
426273;SCALA;2;299;57672;Thionville;FIXE;OUI;NON
426301;KINEPOLIS;10;2 844;57672;Thionville;FIXE;NON;OUI
437630;ESPACE LE TREFLE;1;102;68343;Ungersheim;FIXE;NON;NON
468243; M.J.C.;1;0;67538;Wingen-sur-Moder;ITINERANT;OUI;NON
468473;LA NEF - RELAIS CULTUREL DE WISSEMBOURG;1;411;67544;Wissembourg;FIXE;NON;NON
468533;GERARD PHILIPE;1;240;68376;Wittenheim;FIXE;OUI;OUI
468741;SALLE MICHEL BONNET;1;100;57751;Woippy;ITINERANT;OUI;NON
720850;MEGA CGR;12;2 458;68066;Colmar;FIXE;NON;OUI
35272;LE CONCORDE;1;245;54039;Baccarat;FIXE;NON;NON
39474;COLISEE;5;617;55029;Bar-le-Duc;FIXE;OUI;OUI
57303;MAISON DES FETES;1;600;54076;Blainville-sur-l'Eau;ITINERANT;OUI;NON
57451;BON ACCUEIL;1;274;54077;Blâmont;FIXE;NON;NON
58272;CINE VILAR;1;218;54079;Blénod-lès-Pont-à-Mousson;FIXE;OUI;NON
72881;SALLE GRAND ECRAN;1;217;88075;La Bresse;FIXE;OUI;NON
118135;FRANCOIS TRUFFAUT;1;215;55122;Commercy;FIXE;OUI;OUI
119281;JEAN VILAR;1;159;54136;Conflans-en-Jarnisy;FIXE;NON;OUI
120071;CASINO;1;250;88114;Contrexéville;FIXE;NON;NON
133621;LE FOYER;1;168;70198;Dampierre-sur-Salon;FIXE;NON;NON
148227;CINES PALACE;8;1 600;88160;Épinal;FIXE;OUI;OUI
175923;CINEMA DU CASINO;1;402;88196;Gérardmer;FIXE;NON;NON
175924;CINEMA MCL SLE ANDRE BOURVIL;1;211;88196;Gérardmer;FIXE;OUI;NON
184581;CINEMAVIA;2;252;70279;Gray;FIXE;OUI;OUI
203523;ESPACE GERARD PHILIPE;1;310;54273;Jarny;FIXE;NON;OUI
204111;FOYER RURAL;1;100;54276;Jeandelaincourt;ITINERANT;NON;OUI
204451;CASINO;1;234;54280;Jœuf;FIXE;OUI;OUI
232454;UTOPOLIS LONGWY;7;1 330;54323;Longwy;FIXE;OUI;OUI
236001;UGC CINE CITE;14;2 996;54328;Ludres;FIXE;NON;OUI
236594;CINE LUN;4;551;54329;Lunéville;FIXE;NON;NON
236833;ESPACE MELIES;2;352;70310;Lure;FIXE;OUI;OUI
237554;ESPACE MOLIERE;2;490;70311;Luxeuil-les-Bains;FIXE;OUI;OUI
263484;RIO;1;332;88304;Mirecourt;FIXE;NON;OUI
274502;CINEMA LUX;1;98;55351;Montmédy;FIXE;OUI;OUI
284111;U G C SAINT JEAN;8;1 046;54395;Nancy;FIXE;NON;OUI
284113;CAMEO SAINT SEBASTIEN;4;1 062;54395;Nancy;FIXE;OUI;OUI
284121;CAMEO;4;450;54395;Nancy;FIXE;OUI;OUI
284155;FORUM;1;163;54395;Nancy;FIXE;NON;NON
284207;KINEPOLIS NANCY;10;2 644;54395;Nancy;FIXE;NON;OUI
287452;NEOPOLIS;3;385;88321;Neufchâteau;FIXE;NON;NON
310485;LA SALLE DU NORD-EST;1;123;54425;Piennes;FIXE;NON;NON
313151;SELECT;1;82;70414;Plancher-les-Mines;FIXE;NON;OUI
314931;ESPACE BERLIOZ;1;400;88351;Plombières-les-Bains;FIXE;NON;NON
318661;CONCORDE;2;283;54431;Pont-à-Mousson;FIXE;OUI;OUI
331964;THEATRE MUNICIPAL;1;403;88372;Raon-l'Étape;FIXE;NON;NON
334601;LE FRANCE;2;374;88383;Remiremont;FIXE;OUI;OUI
368614;L'Autre Cité;1;210;55502;Stenay;FIXE;NON;OUI
382412;EMPIRE;4;900;88413;Saint-Dié-des-Vosges;FIXE;OUI;OUI
382423;L EXCELSIOR;1;96;88413;Saint-Dié-des-Vosges;FIXE;OUI;NON
405441;ROYAL;2;274;54482;Saint-Max;FIXE;NON;OUI
426151;VARIETES;2;332;88468;Le Thillot;FIXE;NON;NON
429814;CITEA;1;246;54528;Toul;FIXE;NON;NON
439061;L'ENTR'ACTES;1;183;88486;Vagney;FIXE;OUI;OUI
447622;CAROUSSEL;8;1 161;55545;Verdun;FIXE;OUI;OUI
450575;CLUB 6;1;370;70550;Vesoul;FIXE;NON;NON
460135;RIO;1;127;54580;Villerupt;FIXE;NON;NON
464001;ALHAMBRA;1;313;88516;Vittel;FIXE;NON;NON
720551;MA JESTIC - ESPACE DES LUMIERES;10;1 961;70550;Vesoul;FIXE;OUI;OUI
